	Position	Sample_Number	Genome
4518	1800	6	GUT_GENOME140299_24
4519	1900	3	GUT_GENOME140299_24
4520	2000	2	GUT_GENOME140299_24
4521	2100	1	GUT_GENOME140299_24
4522	2200	1	GUT_GENOME140299_24
4523	2300	2	GUT_GENOME140299_24
4524	2400	1	GUT_GENOME140299_24
4525	2500	0	GUT_GENOME140299_24
4526	2600	0	GUT_GENOME140299_24
4527	2700	2	GUT_GENOME140299_24
4528	2800	8	GUT_GENOME140299_24
4529	2900	0	GUT_GENOME140299_24
4530	3000	0	GUT_GENOME140299_24
4531	3100	0	GUT_GENOME140299_24
4532	3200	0	GUT_GENOME140299_24
4533	3300	0	GUT_GENOME140299_24
4534	3400	0	GUT_GENOME140299_24
4535	3500	3	GUT_GENOME140299_24
4536	3600	3	GUT_GENOME140299_24
4537	3700	8	GUT_GENOME140299_24
4538	3800	8	GUT_GENOME140299_24
4539	3900	15	GUT_GENOME140299_24
4540	4000	13	GUT_GENOME140299_24
4541	4100	21	GUT_GENOME140299_24
4542	4200	18	GUT_GENOME140299_24
4543	4300	20	GUT_GENOME140299_24
4544	4400	20	GUT_GENOME140299_24
4545	4500	18	GUT_GENOME140299_24
4546	4600	8	GUT_GENOME140299_24
4547	4700	7	GUT_GENOME140299_24
4548	4800	8	GUT_GENOME140299_24
4549	4900	6	GUT_GENOME140299_24
4550	5000	9	GUT_GENOME140299_24
4551	5100	9	GUT_GENOME140299_24
4552	5200	4	GUT_GENOME140299_24
4553	5300	7	GUT_GENOME140299_24
4554	5400	10	GUT_GENOME140299_24
4555	5500	4	GUT_GENOME140299_24
4556	5600	9	GUT_GENOME140299_24
4557	5700	3	GUT_GENOME140299_24
4558	5800	4	GUT_GENOME140299_24
4559	5900	1	GUT_GENOME140299_24
4560	6000	13	GUT_GENOME140299_24
4561	6100	10	GUT_GENOME140299_24
4562	6200	6	GUT_GENOME140299_24
4563	6300	5	GUT_GENOME140299_24
4564	6400	12	GUT_GENOME140299_24
4565	6500	9	GUT_GENOME140299_24
4566	6600	7	GUT_GENOME140299_24
4567	6700	14	GUT_GENOME140299_24
4568	6800	9	GUT_GENOME140299_24
4569	6900	10	GUT_GENOME140299_24
4570	7000	8	GUT_GENOME140299_24
4571	7100	9	GUT_GENOME140299_24
4572	7200	8	GUT_GENOME140299_24
4573	7300	5	GUT_GENOME140299_24
4574	7400	10	GUT_GENOME140299_24
4575	7500	11	GUT_GENOME140299_24
4576	7600	9	GUT_GENOME140299_24
4577	7700	6	GUT_GENOME140299_24
4578	7800	9	GUT_GENOME140299_24
4579	7900	10	GUT_GENOME140299_24
4580	8000	5	GUT_GENOME140299_24
4581	8100	8	GUT_GENOME140299_24
4582	8200	11	GUT_GENOME140299_24
4583	8300	11	GUT_GENOME140299_24
4584	8400	12	GUT_GENOME140299_24
4585	8500	12	GUT_GENOME140299_24
4586	8600	10	GUT_GENOME140299_24
4587	8700	11	GUT_GENOME140299_24
4588	8800	16	GUT_GENOME140299_24
4589	8900	10	GUT_GENOME140299_24
4590	9000	7	GUT_GENOME140299_24
4591	9100	14	GUT_GENOME140299_24
4592	9200	12	GUT_GENOME140299_24
4593	9300	6	GUT_GENOME140299_24
4594	9400	10	GUT_GENOME140299_24
4595	9500	0	GUT_GENOME140299_24
4596	9600	0	GUT_GENOME140299_24
4597	9700	0	GUT_GENOME140299_24
4598	9800	0	GUT_GENOME140299_24
4599	9900	0	GUT_GENOME140299_24
4600	10000	0	GUT_GENOME140299_24
4601	10100	0	GUT_GENOME140299_24
4602	10200	0	GUT_GENOME140299_24
4603	10300	0	GUT_GENOME140299_24
4604	10400	0	GUT_GENOME140299_24
4605	10500	0	GUT_GENOME140299_24
4606	10600	0	GUT_GENOME140299_24
4607	10700	1	GUT_GENOME140299_24
4608	10800	1	GUT_GENOME140299_24
4609	10900	11	GUT_GENOME140299_24
4610	11000	14	GUT_GENOME140299_24
4611	11100	17	GUT_GENOME140299_24
4612	11200	16	GUT_GENOME140299_24
4613	11300	15	GUT_GENOME140299_24
4614	11400	16	GUT_GENOME140299_24
4615	11500	14	GUT_GENOME140299_24
4616	11600	17	GUT_GENOME140299_24
4617	11700	12	GUT_GENOME140299_24
4618	11800	10	GUT_GENOME140299_24
4619	11900	4	GUT_GENOME140299_24
4620	12000	5	GUT_GENOME140299_24
4621	12100	12	GUT_GENOME140299_24
4622	12200	14	GUT_GENOME140299_24
4623	12300	7	GUT_GENOME140299_24
4624	12400	10	GUT_GENOME140299_24
4625	12500	16	GUT_GENOME140299_24
4626	12600	7	GUT_GENOME140299_24
4627	12700	11	GUT_GENOME140299_24
4628	12800	7	GUT_GENOME140299_24
4629	12900	13	GUT_GENOME140299_24
4630	13000	12	GUT_GENOME140299_24
4631	13100	17	GUT_GENOME140299_24
4632	13200	8	GUT_GENOME140299_24
4633	13300	13	GUT_GENOME140299_24
4634	13400	9	GUT_GENOME140299_24
4635	13500	5	GUT_GENOME140299_24
4636	13600	6	GUT_GENOME140299_24
4637	13700	7	GUT_GENOME140299_24
4638	13800	13	GUT_GENOME140299_24
4639	13900	9	GUT_GENOME140299_24
4640	14000	13	GUT_GENOME140299_24
4641	14100	15	GUT_GENOME140299_24
4642	14200	16	GUT_GENOME140299_24
4643	14300	14	GUT_GENOME140299_24
4644	14400	9	GUT_GENOME140299_24
4645	14500	6	GUT_GENOME140299_24
4646	14600	15	GUT_GENOME140299_24
4647	14700	12	GUT_GENOME140299_24
4648	14800	19	GUT_GENOME140299_24
4649	14900	19	GUT_GENOME140299_24
4650	15000	16	GUT_GENOME140299_24
4651	15100	18	GUT_GENOME140299_24
4652	15200	17	GUT_GENOME140299_24
4653	15300	14	GUT_GENOME140299_24
4654	15400	16	GUT_GENOME140299_24
4655	15500	16	GUT_GENOME140299_24
4656	15600	17	GUT_GENOME140299_24
4657	15700	14	GUT_GENOME140299_24
4658	15800	19	GUT_GENOME140299_24
4659	15900	15	GUT_GENOME140299_24
4660	16000	18	GUT_GENOME140299_24
4661	16100	18	GUT_GENOME140299_24
4662	16200	12	GUT_GENOME140299_24
4663	16300	8	GUT_GENOME140299_24
4664	16400	4	GUT_GENOME140299_24
4665	16500	3	GUT_GENOME140299_24
4666	16600	5	GUT_GENOME140299_24
4667	16700	15	GUT_GENOME140299_24
4668	16800	16	GUT_GENOME140299_24
4669	16900	18	GUT_GENOME140299_24
4670	17000	15	GUT_GENOME140299_24
4671	17100	11	GUT_GENOME140299_24
4672	17200	17	GUT_GENOME140299_24
4673	17300	9	GUT_GENOME140299_24
4674	17400	15	GUT_GENOME140299_24
4675	17500	11	GUT_GENOME140299_24
4676	17600	15	GUT_GENOME140299_24
4677	17700	17	GUT_GENOME140299_24
4678	17800	17	GUT_GENOME140299_24
4679	17900	16	GUT_GENOME140299_24
4680	18000	12	GUT_GENOME140299_24
4681	18100	18	GUT_GENOME140299_24
4682	18200	12	GUT_GENOME140299_24
4683	18300	16	GUT_GENOME140299_24
4684	18400	19	GUT_GENOME140299_24
4685	18500	16	GUT_GENOME140299_24
4686	18600	15	GUT_GENOME140299_24
4687	18700	16	GUT_GENOME140299_24
4688	18800	16	GUT_GENOME140299_24
4689	18900	14	GUT_GENOME140299_24
4690	19000	17	GUT_GENOME140299_24
4691	19100	17	GUT_GENOME140299_24
4692	19200	20	GUT_GENOME140299_24
4693	19300	23	GUT_GENOME140299_24
4694	19400	16	GUT_GENOME140299_24
4695	19500	15	GUT_GENOME140299_24
4696	19600	15	GUT_GENOME140299_24
4697	19700	8	GUT_GENOME140299_24
4698	19800	8	GUT_GENOME140299_24
4699	19900	5	GUT_GENOME140299_24
4700	20000	18	GUT_GENOME140299_24
4701	20100	16	GUT_GENOME140299_24
4702	20200	10	GUT_GENOME140299_24
4703	20300	15	GUT_GENOME140299_24
4704	20400	17	GUT_GENOME140299_24
4705	20500	22	GUT_GENOME140299_24
4706	20600	12	GUT_GENOME140299_24
4707	20700	12	GUT_GENOME140299_24
4708	20800	11	GUT_GENOME140299_24
4709	20900	21	GUT_GENOME140299_24
4710	21000	17	GUT_GENOME140299_24
4711	21100	16	GUT_GENOME140299_24
4712	21200	16	GUT_GENOME140299_24
4713	21300	16	GUT_GENOME140299_24
4714	21400	14	GUT_GENOME140299_24
4715	21500	16	GUT_GENOME140299_24
4716	21600	16	GUT_GENOME140299_24
4717	21700	16	GUT_GENOME140299_24
4718	21800	18	GUT_GENOME140299_24
4719	21900	17	GUT_GENOME140299_24
4720	22000	14	GUT_GENOME140299_24
4721	22100	20	GUT_GENOME140299_24
4722	22200	18	GUT_GENOME140299_24
4723	22300	15	GUT_GENOME140299_24
4724	22400	19	GUT_GENOME140299_24
4725	22500	14	GUT_GENOME140299_24
4726	22600	16	GUT_GENOME140299_24
4727	22700	11	GUT_GENOME140299_24
4728	22800	11	GUT_GENOME140299_24
4729	22900	13	GUT_GENOME140299_24
4730	23000	13	GUT_GENOME140299_24
4731	23100	15	GUT_GENOME140299_24
4732	23200	10	GUT_GENOME140299_24
4733	23300	15	GUT_GENOME140299_24
4734	23400	13	GUT_GENOME140299_24
4735	23500	16	GUT_GENOME140299_24
4736	23600	14	GUT_GENOME140299_24
4737	23700	17	GUT_GENOME140299_24
4738	23800	12	GUT_GENOME140299_24
4739	23900	9	GUT_GENOME140299_24
4740	24000	13	GUT_GENOME140299_24
4741	24100	13	GUT_GENOME140299_24
4742	24200	13	GUT_GENOME140299_24
4743	24300	12	GUT_GENOME140299_24
4744	24400	14	GUT_GENOME140299_24
4745	24500	11	GUT_GENOME140299_24
4746	24600	13	GUT_GENOME140299_24
4747	24700	13	GUT_GENOME140299_24
4748	24800	11	GUT_GENOME140299_24
4749	24900	10	GUT_GENOME140299_24
4750	25000	8	GUT_GENOME140299_24
4751	25100	16	GUT_GENOME140299_24
4752	25200	16	GUT_GENOME140299_24
4753	25300	12	GUT_GENOME140299_24
4754	25400	18	GUT_GENOME140299_24
4755	25500	12	GUT_GENOME140299_24
4756	25600	49	GUT_GENOME140299_24
4757	25700	16	GUT_GENOME140299_24
4758	25800	16	GUT_GENOME140299_24
4759	25900	6	GUT_GENOME140299_24
4760	26000	2	GUT_GENOME140299_24
4761	26100	18	GUT_GENOME140299_24
4762	26200	10	GUT_GENOME140299_24
4763	26300	18	GUT_GENOME140299_24
4764	26400	15	GUT_GENOME140299_24
4765	26500	18	GUT_GENOME140299_24
4766	26600	19	GUT_GENOME140299_24
4767	26700	15	GUT_GENOME140299_24
4768	26800	7	GUT_GENOME140299_24
4769	26900	18	GUT_GENOME140299_24
4770	27000	13	GUT_GENOME140299_24
4771	27100	14	GUT_GENOME140299_24
4772	27200	12	GUT_GENOME140299_24
4773	27300	14	GUT_GENOME140299_24
4774	27400	16	GUT_GENOME140299_24
4775	27500	17	GUT_GENOME140299_24
4776	27600	18	GUT_GENOME140299_24
4777	27700	19	GUT_GENOME140299_24
4778	27800	14	GUT_GENOME140299_24
4779	27900	15	GUT_GENOME140299_24
4780	28000	17	GUT_GENOME140299_24
4781	28100	18	GUT_GENOME140299_24
4782	28200	19	GUT_GENOME140299_24
4783	28300	12	GUT_GENOME140299_24
4784	28400	18	GUT_GENOME140299_24
4785	28500	17	GUT_GENOME140299_24
4786	28600	16	GUT_GENOME140299_24
4787	28700	17	GUT_GENOME140299_24
4788	28800	16	GUT_GENOME140299_24
4789	28900	19	GUT_GENOME140299_24
4790	29000	16	GUT_GENOME140299_24
4791	29100	16	GUT_GENOME140299_24
4792	29200	19	GUT_GENOME140299_24
4793	29300	17	GUT_GENOME140299_24
4794	29400	15	GUT_GENOME140299_24
4795	29500	12	GUT_GENOME140299_24
4796	29600	11	GUT_GENOME140299_24
4797	29700	16	GUT_GENOME140299_24
4798	29800	22	GUT_GENOME140299_24
4799	29900	19	GUT_GENOME140299_24
4800	30000	19	GUT_GENOME140299_24
4801	30100	16	GUT_GENOME140299_24
4802	30200	15	GUT_GENOME140299_24
4803	30300	15	GUT_GENOME140299_24
4804	30400	18	GUT_GENOME140299_24
4805	30500	15	GUT_GENOME140299_24
4806	30600	14	GUT_GENOME140299_24
4807	30700	16	GUT_GENOME140299_24
4808	30800	17	GUT_GENOME140299_24
4809	30900	11	GUT_GENOME140299_24
4810	31000	12	GUT_GENOME140299_24
4811	31100	21	GUT_GENOME140299_24
4812	31200	13	GUT_GENOME140299_24
4813	31300	18	GUT_GENOME140299_24
4814	31400	17	GUT_GENOME140299_24
4815	31500	17	GUT_GENOME140299_24
4816	31600	17	GUT_GENOME140299_24
4817	31700	15	GUT_GENOME140299_24
4818	31800	14	GUT_GENOME140299_24
4819	31900	16	GUT_GENOME140299_24
4820	32000	12	GUT_GENOME140299_24
4821	32100	13	GUT_GENOME140299_24
4822	32200	18	GUT_GENOME140299_24
4823	32300	13	GUT_GENOME140299_24
4824	32400	16	GUT_GENOME140299_24
4825	32500	17	GUT_GENOME140299_24
4826	32600	15	GUT_GENOME140299_24
4827	32700	19	GUT_GENOME140299_24
4828	32800	23	GUT_GENOME140299_24
4829	32900	16	GUT_GENOME140299_24
4830	33000	16	GUT_GENOME140299_24
4831	33100	16	GUT_GENOME140299_24
4832	33200	14	GUT_GENOME140299_24
4833	33300	12	GUT_GENOME140299_24
4834	33400	18	GUT_GENOME140299_24
4835	33500	14	GUT_GENOME140299_24
4836	33600	17	GUT_GENOME140299_24
4837	33700	15	GUT_GENOME140299_24
4838	33800	14	GUT_GENOME140299_24
4839	33900	10	GUT_GENOME140299_24
4840	34000	11	GUT_GENOME140299_24
4841	34100	13	GUT_GENOME140299_24
4842	34200	15	GUT_GENOME140299_24
4843	34300	16	GUT_GENOME140299_24
4844	34400	13	GUT_GENOME140299_24
4845	34500	13	GUT_GENOME140299_24
4846	34600	16	GUT_GENOME140299_24
4847	34700	10	GUT_GENOME140299_24
4848	34800	12	GUT_GENOME140299_24
4849	34900	15	GUT_GENOME140299_24
4850	35000	16	GUT_GENOME140299_24
4851	35100	16	GUT_GENOME140299_24
4852	35200	11	GUT_GENOME140299_24
4853	35300	15	GUT_GENOME140299_24
4854	35400	17	GUT_GENOME140299_24
4855	35500	15	GUT_GENOME140299_24
4856	35600	18	GUT_GENOME140299_24
4857	35700	12	GUT_GENOME140299_24
4858	35800	17	GUT_GENOME140299_24
4859	35900	11	GUT_GENOME140299_24
4860	36000	12	GUT_GENOME140299_24
4861	36100	17	GUT_GENOME140299_24
4862	36200	12	GUT_GENOME140299_24
4863	36300	10	GUT_GENOME140299_24
4864	36400	13	GUT_GENOME140299_24
4865	36500	16	GUT_GENOME140299_24
4866	36600	15	GUT_GENOME140299_24
4867	36700	15	GUT_GENOME140299_24
4868	36800	13	GUT_GENOME140299_24
4869	36900	15	GUT_GENOME140299_24
4870	37000	15	GUT_GENOME140299_24
4871	37100	14	GUT_GENOME140299_24
4872	37200	13	GUT_GENOME140299_24
4873	37300	13	GUT_GENOME140299_24
4874	37400	15	GUT_GENOME140299_24
4875	37500	14	GUT_GENOME140299_24
4876	37600	16	GUT_GENOME140299_24
4877	37700	15	GUT_GENOME140299_24
4878	37800	17	GUT_GENOME140299_24
4879	37900	12	GUT_GENOME140299_24
4880	38000	16	GUT_GENOME140299_24
4881	38100	18	GUT_GENOME140299_24
4882	38200	12	GUT_GENOME140299_24
4883	38300	14	GUT_GENOME140299_24
4884	38400	15	GUT_GENOME140299_24
4885	38500	13	GUT_GENOME140299_24
4886	38600	14	GUT_GENOME140299_24
4887	38700	14	GUT_GENOME140299_24
4888	38800	14	GUT_GENOME140299_24
4889	38900	14	GUT_GENOME140299_24
4890	39000	12	GUT_GENOME140299_24
4891	39100	16	GUT_GENOME140299_24
4892	39200	5	GUT_GENOME140299_24
4893	39300	16	GUT_GENOME140299_24
4894	39400	19	GUT_GENOME140299_24
4895	39500	15	GUT_GENOME140299_24
4896	39600	8	GUT_GENOME140299_24
4897	39700	13	GUT_GENOME140299_24
4898	39800	10	GUT_GENOME140299_24
4899	39900	9	GUT_GENOME140299_24
4900	40000	7	GUT_GENOME140299_24
4901	40100	9	GUT_GENOME140299_24
4902	40200	9	GUT_GENOME140299_24
4903	40300	6	GUT_GENOME140299_24
4904	40400	9	GUT_GENOME140299_24
4905	40500	11	GUT_GENOME140299_24
4906	40600	9	GUT_GENOME140299_24
4907	40700	12	GUT_GENOME140299_24
4908	40800	13	GUT_GENOME140299_24
4909	40900	8	GUT_GENOME140299_24
4910	41000	13	GUT_GENOME140299_24
4911	41100	14	GUT_GENOME140299_24
4912	41200	14	GUT_GENOME140299_24
4913	41300	14	GUT_GENOME140299_24
4914	41400	13	GUT_GENOME140299_24
4915	41500	9	GUT_GENOME140299_24
4916	41600	12	GUT_GENOME140299_24
4917	41700	10	GUT_GENOME140299_24
4918	41800	14	GUT_GENOME140299_24
4919	41900	12	GUT_GENOME140299_24
4920	42000	13	GUT_GENOME140299_24
4921	42100	15	GUT_GENOME140299_24
4922	42200	12	GUT_GENOME140299_24
4923	42300	15	GUT_GENOME140299_24
4924	42400	17	GUT_GENOME140299_24
4925	42500	13	GUT_GENOME140299_24
4926	42600	16	GUT_GENOME140299_24
4927	42700	13	GUT_GENOME140299_24
4928	42800	14	GUT_GENOME140299_24
4929	42900	16	GUT_GENOME140299_24
4930	43000	15	GUT_GENOME140299_24
4931	43100	10	GUT_GENOME140299_24
4932	43200	9	GUT_GENOME140299_24
4933	43300	11	GUT_GENOME140299_24
4934	43400	8	GUT_GENOME140299_24
4935	43500	15	GUT_GENOME140299_24
4936	43600	13	GUT_GENOME140299_24
4937	43700	12	GUT_GENOME140299_24
4938	43800	35	GUT_GENOME140299_24
4939	43900	9	GUT_GENOME140299_24
4940	44000	13	GUT_GENOME140299_24
4941	44100	28	GUT_GENOME140299_24
4942	44200	14	GUT_GENOME140299_24
4943	44300	20	GUT_GENOME140299_24
4944	44400	23	GUT_GENOME140299_24
4945	44500	14	GUT_GENOME140299_24
4946	44600	16	GUT_GENOME140299_24
4947	44700	17	GUT_GENOME140299_24
4948	44800	14	GUT_GENOME140299_24
4949	44900	18	GUT_GENOME140299_24
4950	0	1	GUT_GENOME239728_2
4951	100	0	GUT_GENOME239728_2
4952	200	0	GUT_GENOME239728_2
4953	300	3	GUT_GENOME239728_2
4954	400	3	GUT_GENOME239728_2
4955	500	2	GUT_GENOME239728_2
4956	600	6	GUT_GENOME239728_2
4957	700	2	GUT_GENOME239728_2
4958	800	2	GUT_GENOME239728_2
4959	900	4	GUT_GENOME239728_2
4960	1000	4	GUT_GENOME239728_2
4961	1100	6	GUT_GENOME239728_2
4962	1200	3	GUT_GENOME239728_2
4963	1300	2	GUT_GENOME239728_2
4964	1400	2	GUT_GENOME239728_2
4965	1500	3	GUT_GENOME239728_2
4966	1600	1	GUT_GENOME239728_2
4967	1700	1	GUT_GENOME239728_2
4968	1800	6	GUT_GENOME239728_2
4969	1900	3	GUT_GENOME239728_2
4970	2000	2	GUT_GENOME239728_2
4971	2100	2	GUT_GENOME239728_2
4972	2200	2	GUT_GENOME239728_2
4973	2300	5	GUT_GENOME239728_2
4974	2400	1	GUT_GENOME239728_2
4975	2500	3	GUT_GENOME239728_2
4976	2600	3	GUT_GENOME239728_2
4977	2700	2	GUT_GENOME239728_2
4978	2800	2	GUT_GENOME239728_2
4979	2900	4	GUT_GENOME239728_2
4980	3000	1	GUT_GENOME239728_2
4981	3100	0	GUT_GENOME239728_2
4982	3200	2	GUT_GENOME239728_2
4983	3300	2	GUT_GENOME239728_2
4984	3400	0	GUT_GENOME239728_2
4985	3500	1	GUT_GENOME239728_2
4986	3600	4	GUT_GENOME239728_2
4987	3700	12	GUT_GENOME239728_2
4988	3800	24	GUT_GENOME239728_2
4989	3900	4	GUT_GENOME239728_2
4990	4000	16	GUT_GENOME239728_2
4991	4100	17	GUT_GENOME239728_2
4992	4200	13	GUT_GENOME239728_2
4993	4300	19	GUT_GENOME239728_2
4994	4400	14	GUT_GENOME239728_2
4995	4500	5	GUT_GENOME239728_2
4996	4600	7	GUT_GENOME239728_2
4997	4700	9	GUT_GENOME239728_2
4998	4800	7	GUT_GENOME239728_2
4999	4900	11	GUT_GENOME239728_2
5000	5000	12	GUT_GENOME239728_2
5001	5100	14	GUT_GENOME239728_2
5002	5200	10	GUT_GENOME239728_2
5003	5300	11	GUT_GENOME239728_2
5004	5400	10	GUT_GENOME239728_2
5005	5500	21	GUT_GENOME239728_2
5006	5600	6	GUT_GENOME239728_2
5007	5700	14	GUT_GENOME239728_2
5008	5800	15	GUT_GENOME239728_2
5009	5900	14	GUT_GENOME239728_2
5010	6000	15	GUT_GENOME239728_2
5011	6100	13	GUT_GENOME239728_2
5012	6200	21	GUT_GENOME239728_2
5013	6300	22	GUT_GENOME239728_2
5014	6400	12	GUT_GENOME239728_2
5015	6500	15	GUT_GENOME239728_2
5016	6600	20	GUT_GENOME239728_2
5017	6700	21	GUT_GENOME239728_2
5018	6800	17	GUT_GENOME239728_2
5019	6900	18	GUT_GENOME239728_2
5020	7000	15	GUT_GENOME239728_2
5021	7100	17	GUT_GENOME239728_2
5022	7200	14	GUT_GENOME239728_2
5023	7300	14	GUT_GENOME239728_2
5024	7400	17	GUT_GENOME239728_2
5025	7500	16	GUT_GENOME239728_2
5026	7600	12	GUT_GENOME239728_2
5027	7700	16	GUT_GENOME239728_2
5028	7800	9	GUT_GENOME239728_2
5029	7900	16	GUT_GENOME239728_2
5030	8000	10	GUT_GENOME239728_2
5031	8100	8	GUT_GENOME239728_2
5032	8200	11	GUT_GENOME239728_2
5033	8300	16	GUT_GENOME239728_2
5034	8400	17	GUT_GENOME239728_2
5035	8500	14	GUT_GENOME239728_2
5036	8600	9	GUT_GENOME239728_2
5037	8700	8	GUT_GENOME239728_2
5038	8800	4	GUT_GENOME239728_2
5039	8900	18	GUT_GENOME239728_2
5040	9000	10	GUT_GENOME239728_2
5041	9100	15	GUT_GENOME239728_2
5042	9200	9	GUT_GENOME239728_2
5043	9300	10	GUT_GENOME239728_2
5044	9400	11	GUT_GENOME239728_2
5045	9500	8	GUT_GENOME239728_2
5046	9600	8	GUT_GENOME239728_2
5047	9700	12	GUT_GENOME239728_2
5048	9800	19	GUT_GENOME239728_2
5049	9900	11	GUT_GENOME239728_2
5050	10000	9	GUT_GENOME239728_2
5051	10100	13	GUT_GENOME239728_2
5052	10200	14	GUT_GENOME239728_2
5053	10300	9	GUT_GENOME239728_2
5054	10400	10	GUT_GENOME239728_2
5055	10500	4	GUT_GENOME239728_2
5056	10600	2	GUT_GENOME239728_2
5057	10700	6	GUT_GENOME239728_2
5058	10800	6	GUT_GENOME239728_2
5059	10900	3	GUT_GENOME239728_2
5060	11000	7	GUT_GENOME239728_2
5061	11100	20	GUT_GENOME239728_2
5062	11200	14	GUT_GENOME239728_2
5063	11300	15	GUT_GENOME239728_2
5064	11400	10	GUT_GENOME239728_2
5065	11500	7	GUT_GENOME239728_2
5066	11600	5	GUT_GENOME239728_2
5067	11700	0	GUT_GENOME239728_2
5068	11800	0	GUT_GENOME239728_2
5069	11900	0	GUT_GENOME239728_2
5070	12000	0	GUT_GENOME239728_2
5071	12100	0	GUT_GENOME239728_2
5072	12200	0	GUT_GENOME239728_2
5073	12300	0	GUT_GENOME239728_2
5074	12400	0	GUT_GENOME239728_2
5075	12500	0	GUT_GENOME239728_2
5076	12600	0	GUT_GENOME239728_2
5077	12700	0	GUT_GENOME239728_2
5078	12800	0	GUT_GENOME239728_2
5079	12900	0	GUT_GENOME239728_2
5080	13000	0	GUT_GENOME239728_2
5081	13100	0	GUT_GENOME239728_2
5082	13200	0	GUT_GENOME239728_2
5083	13300	0	GUT_GENOME239728_2
5084	13400	4	GUT_GENOME239728_2
5085	13500	1	GUT_GENOME239728_2
5086	13600	1	GUT_GENOME239728_2
5087	13700	8	GUT_GENOME239728_2
5088	13800	9	GUT_GENOME239728_2
5089	13900	4	GUT_GENOME239728_2
5090	14000	6	GUT_GENOME239728_2
5091	14100	17	GUT_GENOME239728_2
5092	14200	8	GUT_GENOME239728_2
5093	14300	8	GUT_GENOME239728_2
5094	14400	4	GUT_GENOME239728_2
5095	14500	8	GUT_GENOME239728_2
5096	14600	0	GUT_GENOME239728_2
5097	14700	0	GUT_GENOME239728_2
5098	14800	0	GUT_GENOME239728_2
5099	14900	0	GUT_GENOME239728_2
5100	15000	0	GUT_GENOME239728_2
5101	15100	0	GUT_GENOME239728_2
5102	15200	0	GUT_GENOME239728_2
5103	15300	0	GUT_GENOME239728_2
5104	15400	0	GUT_GENOME239728_2
5105	15500	0	GUT_GENOME239728_2
5106	15600	0	GUT_GENOME239728_2
5107	15700	0	GUT_GENOME239728_2
5108	15800	0	GUT_GENOME239728_2
5109	15900	0	GUT_GENOME239728_2
5110	16000	1	GUT_GENOME239728_2
5111	16100	1	GUT_GENOME239728_2
5112	16200	1	GUT_GENOME239728_2
5113	16300	2	GUT_GENOME239728_2
5114	16400	0	GUT_GENOME239728_2
5115	16500	0	GUT_GENOME239728_2
5116	16600	2	GUT_GENOME239728_2
5117	16700	1	GUT_GENOME239728_2
5118	16800	1	GUT_GENOME239728_2
5119	16900	0	GUT_GENOME239728_2
5120	17000	10	GUT_GENOME239728_2
5121	17100	17	GUT_GENOME239728_2
5122	17200	8	GUT_GENOME239728_2
5123	17300	16	GUT_GENOME239728_2
5124	17400	17	GUT_GENOME239728_2
5125	17500	15	GUT_GENOME239728_2
5126	17600	11	GUT_GENOME239728_2
5127	17700	6	GUT_GENOME239728_2
5128	17800	8	GUT_GENOME239728_2
5129	17900	3	GUT_GENOME239728_2
5130	18000	0	GUT_GENOME239728_2
5131	18100	0	GUT_GENOME239728_2
5132	18200	0	GUT_GENOME239728_2
5133	18300	0	GUT_GENOME239728_2
5134	18400	0	GUT_GENOME239728_2
5135	18500	0	GUT_GENOME239728_2
5136	18600	0	GUT_GENOME239728_2
5137	18700	0	GUT_GENOME239728_2
5138	18800	0	GUT_GENOME239728_2
5139	18900	0	GUT_GENOME239728_2
5140	19000	0	GUT_GENOME239728_2
5141	19100	0	GUT_GENOME239728_2
5142	19200	0	GUT_GENOME239728_2
5143	19300	0	GUT_GENOME239728_2
5144	19400	0	GUT_GENOME239728_2
5145	19500	0	GUT_GENOME239728_2
5146	19600	0	GUT_GENOME239728_2
5147	19700	0	GUT_GENOME239728_2
5148	19800	0	GUT_GENOME239728_2
5149	19900	0	GUT_GENOME239728_2
5150	20000	1	GUT_GENOME239728_2
5151	20100	0	GUT_GENOME239728_2
5152	20200	0	GUT_GENOME239728_2
5153	20300	0	GUT_GENOME239728_2
5154	20400	4	GUT_GENOME239728_2
5155	20500	0	GUT_GENOME239728_2
5156	20600	0	GUT_GENOME239728_2
5157	20700	0	GUT_GENOME239728_2
5158	20800	0	GUT_GENOME239728_2
5159	20900	0	GUT_GENOME239728_2
5160	21000	0	GUT_GENOME239728_2
5161	21100	1	GUT_GENOME239728_2
5162	21200	0	GUT_GENOME239728_2
5163	21300	0	GUT_GENOME239728_2
5164	21400	1	GUT_GENOME239728_2
5165	21500	0	GUT_GENOME239728_2
5166	21600	0	GUT_GENOME239728_2
5167	21700	0	GUT_GENOME239728_2
5168	21800	0	GUT_GENOME239728_2
5169	21900	2	GUT_GENOME239728_2
5170	22000	1	GUT_GENOME239728_2
5171	22100	0	GUT_GENOME239728_2
5172	22200	0	GUT_GENOME239728_2
5173	22300	0	GUT_GENOME239728_2
5174	22400	0	GUT_GENOME239728_2
5175	22500	4	GUT_GENOME239728_2
5176	22600	8	GUT_GENOME239728_2
5177	22700	4	GUT_GENOME239728_2
5178	22800	4	GUT_GENOME239728_2
5179	22900	5	GUT_GENOME239728_2
5180	23000	5	GUT_GENOME239728_2
5181	23100	12	GUT_GENOME239728_2
5182	23200	4	GUT_GENOME239728_2
5183	23300	11	GUT_GENOME239728_2
